"ID","Date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"6240",2015-02-15 22:46:59,20.29,30.7,0,713,0.00451982670790267,0
"2244",2015-02-13 04:11:00,20.89,24.395,0,577.5,0.00372219287538422,0
"4030",2015-02-14 09:56:59,20.1,36.3266666666667,24,508.333333333333,0.00529225016584854,0
"1950",2015-02-12 23:17:00,21,25.89,0,566,0.00397874272972879,0
"811",2015-02-12 04:18:00,20.6,23.84,0,568.5,0.00357226243666501,0
"6591",2015-02-16 04:38:00,20.39,25.945,0,810.5,0.00383926617682466,0
"6699",2015-02-16 06:26:00,20.39,25,0,801,0.00369859628538123,0
"2919",2015-02-13 15:26:00,22.84,28.65,489,573.75,0.00493371535968374,1
"2449",2015-02-13 07:36:00,21,25.6,0,519,0.00393389402653712,0
"4609",2015-02-14 19:36:00,19.8566666666667,35.4666666666667,0,521.333333333333,0.00508799286834919,0
"6662",2015-02-16 05:49:00,20.445,25.29,0,799,0.0037545634236343,0
"1728",2015-02-12 19:34:59,21.39,27.96,0,566.666666666667,0.00440394037864638,0
"2810",2015-02-13 13:37:00,23.79,25.575,262.666666666667,545.333333333333,0.00466220092976197,0
"6889",2015-02-16 09:36:00,21.2,27.1,464.25,1012.75,0.00421777940467497,1
"107",2015-02-11 16:34:00,21.89,30.075,431,763.25,0.0048879578155633,1
"3196",2015-02-13 20:03:00,20.7,31.79,0,512.5,0.00480239121811869,0
"710",2015-02-12 02:37:00,20.575,25.1475,0,558,0.00376352822837397,0
"7152",2015-02-16 13:59:00,21.5,28.175,459,835.25,0.00446826817394868,1
"251",2015-02-11 18:58:00,21.29,29.8,0,616,0.00466702725290859,0
"2473",2015-02-13 07:59:59,20.79,25.895,0,520.5,0.00392811362227655,0
"8366",2015-02-17 10:13:00,21.29,31.29,433,955.666666666667,0.00490221774608623,1
"2276",2015-02-13 04:43:00,20.89,24.245,0,577,0.00369916973804848,0
"3058",2015-02-13 17:44:59,21.29,32.4666666666667,419,582,0.00508807462614412,1
"7813",2015-02-17 01:00:00,20.1,30.29,0,713,0.00440656793848278,0
"116",2015-02-11 16:43:00,21.9725,30.175,428.25,793.25,0.0049292900224207,1
"4254",2015-02-14 13:40:59,20.6,35.245,78.5,496,0.00529577468046595,0
"1305",2015-02-12 12:32:00,24.2,22.7,261,724,0.00423842033124109,0
"4574",2015-02-14 19:01:00,19.89,35.4,0,522,0.00508894378907528,0
"977",2015-02-12 07:04:00,20.5,22.5,0,655,0.00334954774852514,0
"6213",2015-02-15 22:20:00,20.29,31,0,722,0.00456431850395291,0
"558",2015-02-12 00:04:59,20.55,27.39,0,503,0.00409498897371864,0
"8476",2015-02-17 12:03:00,21.6,32.7,441,1208.33333333333,0.00522402106934216,1
"4505",2015-02-14 17:51:59,19.89,35.5,0,516.5,0.00510343728618814,0
"2529",2015-02-13 08:55:59,21.29,25.2633333333333,64.6666666666667,510,0.00395201809782425,0
"4543",2015-02-14 18:29:59,19.79,35.4,0,523,0.00505722357326604,0
"1585",2015-02-12 17:12:00,22,27.7,423.5,621.5,0.00452969053046999,1
"9529",2015-02-18 05:36:00,20.79,26.29,0,1531,0.00398841692997244,0
"2418",2015-02-13 07:05:00,20.89,25.29,0,524,0.0038595994836159,0
"8698",2015-02-17 15:45:00,22.2,34.0225,464,1352.75,0.00564182095898423,1
"8123",2015-02-17 06:10:00,20.39,30.5,0,734,0.00451819810797625,0
"1617",2015-02-12 17:44:00,21.89,27.89,279.333333333333,603.666666666667,0.00453025289350595,1
"3562",2015-02-14 02:09:00,19.79,36.09,0,500,0.00515661378235243,0
"7469",2015-02-16 19:15:59,20.79,30.39,0,795.5,0.0046150369259356,0
"9572",2015-02-18 06:19:00,20.79,26.6,0,1556.5,0.00403575171507294,0
"2330",2015-02-13 05:37:00,20.79,24.7,0,561,0.00374574775610345,0
"7210",2015-02-16 14:57:00,21.7,29,454,912,0.00465713347075559,1
"1559",2015-02-12 16:46:00,22.1333333333333,27.3233333333333,444,596.333333333333,0.00450438185755505,1
"84",2015-02-11 16:11:00,21.89,30.23,429,789.333333333333,0.00491334827992024,1
"2880",2015-02-13 14:47:00,23.2,27.7,553,549.5,0.00487473239618131,1
"2032",2015-02-13 00:39:00,21,25.395,0,569,0.00390219450977186,0
"1537",2015-02-12 16:24:00,22.29,26.79,439,554,0.00445847049077861,1
"2621",2015-02-13 10:27:59,23.26,24.26,763.333333333333,604.333333333333,0.00428079738628298,1
"4696",2015-02-14 21:03:00,19.89,35.4,0,534.5,0.00508894378907528,0
"2801",2015-02-13 13:27:59,23.84,25.445,227,547,0.0046524023566395,0
"7396",2015-02-16 18:03:00,21.89,30.39,419,975.666666666667,0.00493955994894424,1
"3448",2015-02-14 00:15:00,20,33.79,0,501.5,0.00488916489675597,0
"7503",2015-02-16 19:50:00,20.7,30.39,0,763,0.00458933821507646,0
"3515",2015-02-14 01:21:59,19.89,35.5,0,501,0.00510343728618814,0
"2949",2015-02-13 15:55:59,22.39,29.84,464,595.75,0.00500068976289938,1
"584",2015-02-12 00:30:59,20.6,26.89,0,508,0.00403224700786772,0
"7729",2015-02-16 23:36:00,20.2,30.6,0,717,0.00447981928533327,0
"8223",2015-02-17 07:50:00,20.65,30.29,0,774.5,0.00455995078789443,0
"8265",2015-02-17 08:31:59,20.6,30.39,0,796,0.00456093238421853,0
"3485",2015-02-14 00:52:00,19.89,34.9,0,503,0.00501648635147954,0
"1302",2015-02-12 12:29:00,24.2,22.7,285.666666666667,729,0.00423842033124109,0
"2104",2015-02-13 01:51:00,21,24.65,0,578.5,0.00378702085832489,0
"5584",2015-02-15 11:51:00,22.6,28.65,239.25,627.25,0.00486184963572081,0
"1400",2015-02-12 14:06:59,23.89,24.245,157,647.5,0.00444486839745031,0
"2083",2015-02-13 01:30:00,21.1,25.1,0,576,0.0038805016282998,0
"6716",2015-02-16 06:42:59,20.39,24.945,0,807,0.00369041109614231,0
"8018",2015-02-17 04:25:00,20.445,30.34,0,728.5,0.0045097242016922,0
"5066",2015-02-15 03:13:00,20,33.7,0,543,0.00487604047164436,0
"4495",2015-02-14 17:42:00,20,35.4,0,521,0.00512403916126793,0
"9321",2015-02-18 02:08:00,20.7,27.0666666666667,0,1241.33333333333,0.00408417047723373,0
"1242",2015-02-12 11:29:00,24.1,22.4633333333333,275,866,0.00416867611329593,0
"4351",2015-02-14 15:17:59,19.89,36,20.3333333333333,503.333333333333,0.00517591482227579,0
"6883",2015-02-16 09:29:59,21.1,27.1,444,1010.75,0.00419178873143713,1
"9332",2015-02-18 02:19:00,20.745,27,0,1222.5,0.00408542822080454,0
"2274",2015-02-13 04:40:59,20.89,23.995,0,577,0.00366080160725762,0
"8604",2015-02-17 14:10:59,21.79,34,447.666666666667,1229,0.00549756673731766,1
"3091",2015-02-13 18:17:59,21.34,32.5,0,574.5,0.00510910975351528,0
"4293",2015-02-14 14:19:59,20.2,35.7,19,506,0.00523273710743569,0
"8411",2015-02-17 10:58:00,21.39,31.79,437.666666666667,1015.33333333333,0.0050120593422736,1
"6354",2015-02-16 00:40:59,20.29,29,0,758,0.00426782583453201,0
"7655",2015-02-16 22:21:59,20.29,30.2,0,720,0.00444568775426561,0
"2988",2015-02-13 16:34:59,21.79,31.1333333333333,434,618.333333333333,0.00503029777867882,1
"9691",2015-02-18 08:18:00,20.745,27.1,14,1432.25,0.00410065919199739,0
"4743",2015-02-14 21:49:59,19.8566666666667,35.1633333333333,0,532.333333333333,0.00504412424800302,0
"4127",2015-02-14 11:34:00,20.675,35.24,48.5,498.25,0.00531976246323524,0
"9065",2015-02-17 21:52:00,20.89,32.59,0,1521.5,0.00498260367382887,0
"406",2015-02-11 21:33:00,20.79,29.795,0,489.5,0.00452402280285655,0
"4419",2015-02-14 16:25:59,20.1,35.73,19,510,0.00520459743706228,0
"4621",2015-02-14 19:47:59,19.8233333333333,35.4,0,521.333333333333,0.00506777749219691,0
"1123",2015-02-12 09:29:59,22.315,25.075,538.5,1129,0.00417753460041575,1
"2527",2015-02-13 08:54:00,21.26,25.23,56.6666666666667,512,0.0039394686609083,0
"6026",2015-02-15 19:13:00,20.39,32.79,0,659.5,0.00486008397186806,0
"3095",2015-02-13 18:22:00,21.29,32.5,0,560,0.0050933412987279,0
"6530",2015-02-16 03:36:59,20.39,26.445,0,852.5,0.00391372028038788,0
"6735",2015-02-16 07:01:59,20.39,24.79,0,820.5,0.00366734489678181,0
"1316",2015-02-12 12:42:59,24.29,23.6266666666667,522,728.666666666667,0.00443671649794104,1
"2761",2015-02-13 12:48:00,23.79,25.0666666666667,739.5,591.25,0.00456885350290915,1
"7572",2015-02-16 20:58:59,20.39,30.2,0,718.666666666667,0.00447343719239004,0
"2815",2015-02-13 13:41:59,23.7225,25.9725,664.75,567.75,0.00471587248344224,0
"5000",2015-02-15 02:06:59,19.89,34.5,0,546.5,0.00495853245617905,0
"4388",2015-02-14 15:55:00,19.79,36.1633333333333,24,509,0.00516717884525222,0
"8172",2015-02-17 06:59:00,20.6,30.29,0,758.5,0.00454581469606991,0
"1116",2015-02-12 09:23:00,22.1,24.83,545,1055,0.0040822848560854,1
"5542",2015-02-15 11:09:00,21.89,29.2,278,634.666666666667,0.00474466311607751,0
"1238",2015-02-12 11:25:00,24.1,22.39,267.5,921.5,0.00415497623118771,0
"3900",2015-02-14 07:46:59,19.6,37.7,0,503.5,0.00532490848355968,0
"6369",2015-02-16 00:55:59,20.29,28.6,0,793,0.00420856096981725,0
"6614",2015-02-16 05:00:59,20.39,25.79,0,786.5,0.00381618900121772,0
"1454",2015-02-12 15:01:00,23.1,25.39,62,576.666666666667,0.0044381843433123,0
"3849",2015-02-14 06:55:59,19.5666666666667,39.09,0,507.666666666667,0.00551145117647699,0
"3837",2015-02-14 06:43:59,19.5,39.4,0,503.5,0.00553236774917479,0
"3440",2015-02-14 00:07:00,20,33.7,0,509,0.00487604047164436,0
"526",2015-02-11 23:32:59,20.6,28.5,0,502,0.00427533142696163,0
"1951",2015-02-12 23:18:00,21,25.895,0,567,0.00397951603959169,0
"5002",2015-02-15 02:09:00,19.9266666666667,34.3966666666667,0,537.333333333333,0.00495490137471378,0
"4061",2015-02-14 10:27:59,20.05,36.7,40.5,509,0.00533043923135172,0
"8740",2015-02-17 16:27:00,22.2,34.5,444,1531,0.00572173134567986,1
"400",2015-02-11 21:27:00,20.745,29.545,0,490.5,0.00447328713715764,0
"4117",2015-02-14 11:23:59,20.7,35.4333333333333,161.333333333333,497,0.00535751602641576,0
"7851",2015-02-17 01:38:00,20,30.23,0,715.5,0.0043704396806184,0
"9429",2015-02-18 03:55:59,20.79,26.2,0,1409.25,0.00397467591370672,0
"2863",2015-02-13 14:30:00,23.5,27,574.75,575,0.00483810009313388,1
"2371",2015-02-13 06:17:59,20.7,25.39,0,544,0.00382961552889464,0
"8910",2015-02-17 19:17:00,21.29,34.2,0,1471,0.0053620589560631,0
"7683",2015-02-16 22:50:00,20.39,30.2,0,713,0.00447343719239004,0
"6051",2015-02-15 19:38:00,20.39,32.7,0,669,0.00484664036562639,0
"4045",2015-02-14 10:12:00,20.1,36.5,19.75,506,0.00531771812089439,0
"8939",2015-02-17 19:46:00,21.1333333333333,34.29,0,1490.5,0.0053244094190945,0
"2228",2015-02-13 03:55:00,20.89,24.15,0,581.5,0.00368458929401908,0
"7010",2015-02-16 11:37:00,21.39,28.445,450.25,999.75,0.00448088237320175,1
"5385",2015-02-15 08:31:59,20.2,30.6,30,614,0.00447981928533327,0
"7488",2015-02-16 19:34:59,20.6,30.5,0,764,0.00457756268382079,0
"7799",2015-02-17 00:46:00,20.2,30.29,0,706,0.00443411196334396,0
"1284",2015-02-12 12:10:59,24.075,22.675,281,753.25,0.00420186888905812,0
"4512",2015-02-14 17:58:59,19.89,35.5,0,515.5,0.00510343728618814,0
"8692",2015-02-17 15:39:00,22.2,33.9725,470.25,1440.25,0.00563345455596204,1
"4925",2015-02-15 00:52:00,19.945,35.4,0,535,0.00510646480811851,0
"3253",2015-02-13 21:00:00,20.39,31.2,0,507.5,0.00462266512278733,0
"7367",2015-02-16 17:34:00,22,30.1666666666667,419,972,0.00493625762890804,1
"9707",2015-02-18 08:34:00,20.84,27,14,1438,0.00410955153343404,0
"4562",2015-02-14 18:49:00,19.89,35.4,0,522,0.00508894378907528,0
"4850",2015-02-14 23:37:00,20,35.7,0,543.333333333333,0.00516782400636706,0
"2965",2015-02-13 16:12:00,22.1,30.39,438,594,0.005003754716421,1
"2325",2015-02-13 05:31:59,20.89,24.79,0,566,0.00378282857655485,0
"8590",2015-02-17 13:57:00,21.79,33.845,440.25,1185.5,0.0054722838043129,1
"3486",2015-02-14 00:53:00,19.89,34.9,0,506.5,0.00501648635147954,0
"7739",2015-02-16 23:45:59,20.2,30.5,0,717,0.00446507425916187,0
"6069",2015-02-15 19:56:00,20.39,32.5,0,675.5,0.00481676774943883,0
"9398",2015-02-18 03:24:59,20.79,26.39,0,1356,0.00400368543337811,0
"6007",2015-02-15 18:53:59,20.5,32.9,0,654,0.00491000476516581,0
"4904",2015-02-15 00:30:59,20,35.5,0,540,0.00513863343033455,0
"8273",2015-02-17 08:39:59,20.6,30.5,419,794.75,0.00457756268382079,1
"5492",2015-02-15 10:19:00,21.79,29,188,647.25,0.00468301413344449,0
"4545",2015-02-14 18:32:00,19.89,35.5,0,526.666666666667,0.00510343728618814,0
"532",2015-02-11 23:38:59,20.65,27.695,0,497,0.0041666744565622,0
"5362",2015-02-15 08:09:00,20.1,31.0666666666667,11.3333333333333,607.666666666667,0.00452037800569879,0
"288",2015-02-11 19:34:59,21.1,29.3933333333333,0,530,0.0045491125882909,0
"629",2015-02-12 01:15:59,20.6,26.15,0,524.5,0.00392058205324917,0
"7420",2015-02-16 18:27:00,21.7,30.29,0,926,0.00486591624766547,0
"3205",2015-02-13 20:12:00,20.6,31.7,0,511,0.00475904149675229,0
"3237",2015-02-13 20:44:00,20.5,31.445,0,514,0.00469122243868141,0
"9651",2015-02-18 07:38:00,20.745,27.1,0,1420,0.00410065919199739,0
"745",2015-02-12 03:11:59,20.6,24.84,0,564.5,0.0037230025514827,0
"358",2015-02-11 20:44:59,20.89,29.6,0,488,0.00452214653107444,0
"6424",2015-02-16 01:51:00,20.39,27.79,0,853,0.00411408976821918,0
"3003",2015-02-13 16:50:00,21.675,31.625,436.5,628.5,0.00507430274876678,1
"3682",2015-02-14 04:08:59,19.65,36.545,0,497.5,0.00517660573306873,0
"2800",2015-02-13 13:27:00,23.84,25.445,225.75,544.5,0.0046524023566395,0
"7687",2015-02-16 22:53:59,20.39,30.15,0,716,0.00446597766159789,0
"3708",2015-02-14 04:34:59,19.6,36.59,0,503.5,0.00516682501015374,0
"3410",2015-02-13 23:37:00,20,33.29,0,506.333333333333,0.0048162583773141,0
"4791",2015-02-14 22:38:00,19.89,36,0,535,0.00517591482227579,0
"3704",2015-02-14 04:31:00,19.6,36.59,0,505.5,0.00516682501015374,0
"642",2015-02-12 01:28:59,20.6,25.7633333333333,0,532.666666666667,0.00386225044350331,0
"6587",2015-02-16 04:34:00,20.29,26,0,798,0.0038236125877759,0
"2360",2015-02-13 06:07:00,20.7,25.1333333333333,0,554.333333333333,0.00379066614058011,0
"1675",2015-02-12 18:42:00,21.7,28.1,0,582,0.00451155341017895,0
"7311",2015-02-16 16:38:00,21.7,29.79,429,930,0.00478497618171682,1
"7956",2015-02-17 03:23:00,20,30.5,0,721.5,0.00440975111337455,0
"886",2015-02-12 05:32:59,20.55,23.65,0,577.5,0.00353265812309873,0
"3829",2015-02-14 06:36:00,19.5,39.5,0,503,0.0055465345037433,0
"1409",2015-02-12 14:16:00,23.79,24.2,133,631.5,0.00440976790048444,0
"8332",2015-02-17 09:39:00,21.1,31.4175,433,937,0.0048648366192975,1
"6353",2015-02-16 00:40:00,20.29,29,0,749,0.00426782583453201,0
"121",2015-02-11 16:47:59,21.9266666666667,30.29,426.666666666667,791,0.00493429603105484,1
"1265",2015-02-12 11:51:59,23.9633333333333,22.6,261,782,0.00415969630660419,0
"2819",2015-02-13 13:46:00,23.7,26,655.666666666667,563.666666666667,0.00471446470320956,0
"3098",2015-02-13 18:24:59,21.29,32.5,0,557,0.0050933412987279,0
"9053",2015-02-17 21:40:00,20.89,32.9,0,1581.5,0.00503038210410195,0
"3614",2015-02-14 03:01:00,19.79,36.5,0,502.5,0.00521568665716223,0
"7671",2015-02-16 22:38:00,20.29,30.29,0,716,0.00445903147096821,0
"5180",2015-02-15 05:06:59,20.1,32.2,0,566,0.00468652700547604,0
"7377",2015-02-16 17:44:00,21.9725,30.29,419,997,0.00494822549836836,1
"3576",2015-02-14 02:23:00,19.79,36.2,0,504,0.00517246151018731,0
"9088",2015-02-17 22:14:59,20.89,32,0,1514,0.00489169064564112,0
"7909",2015-02-17 02:36:00,20,30.29,0,714.5,0.0043791751281533,0
"249",2015-02-11 18:55:59,21.29,29.9,0,562.5,0.00468280632526691,0
"4629",2015-02-14 19:56:00,19.89,35.4,0,512.5,0.00508894378907528,0
"6821",2015-02-16 08:28:00,20.39,24.29,14,825.5,0.00359294939221495,0
"9323",2015-02-18 02:10:00,20.7,26.945,0,1219.5,0.00406569182817913,0
"7231",2015-02-16 15:17:59,21.79,28.7,439,858,0.00463420822058945,1
"577",2015-02-12 00:23:59,20.6,26.6,0,510.5,0.0039884816704127,0
"6344",2015-02-16 00:30:59,20.26,29.1666666666667,0,727.5,0.00428451544685323,0
"8793",2015-02-17 17:19:59,22.125,34.3725,438,1528.5,0.00567416873077943,1
"4632",2015-02-14 19:59:00,19.79,35.345,0,508,0.00504930252087958,0
"7637",2015-02-16 22:04:00,20.39,30,0,713.5,0.00444360013504694,0
"387",2015-02-11 21:14:00,20.79,29.83,0,486.333333333333,0.00452937584291777,0
"9648",2015-02-18 07:34:59,20.79,27.1,0,1418,0.00411211322882893,0
"5270",2015-02-15 06:36:59,20,32.2,0,578,0.00465738092949067,0
"3349",2015-02-13 22:36:00,20.2,31.7,0,511.5,0.00464206039591261,0
"1085",2015-02-12 08:51:59,20.9175,22.65,443.75,731.5,0.00346034294965435,1
"2049",2015-02-13 00:55:59,21,24.995,0,575.5,0.00384035103774087,0
"1540",2015-02-12 16:27:00,22.2675,26.865,439,561.75,0.00446487907572183,1
"3231",2015-02-13 20:38:00,20.5,31.445,0,507,0.00469122243868141,0
"5733",2015-02-15 14:19:59,22,30.39,101.25,664.75,0.00497309448529571,0
"2894",2015-02-13 15:01:00,23.1,28.2,518,566.5,0.00493326948030414,1
"2824",2015-02-13 13:51:00,23.7,25.89,643.75,540.75,0.00469436835565054,1
"5802",2015-02-15 15:29:00,21.7,31.1,50,659.25,0.00499708352718631,0
"8795",2015-02-17 17:22:00,22.2,34.345,438,1522,0.00569578961798396,1
"8305",2015-02-17 09:11:59,20.9266666666667,30.89,419,858,0.00473146266936738,1
"4580",2015-02-14 19:07:00,19.84,35.45,0,523,0.00508028561873035,0
"8067",2015-02-17 05:13:59,20.6,30.245,0,743.5,0.00453901197440648,0
"2060",2015-02-13 01:07:00,21,24.9266666666667,0,583,0.00382978733346704,0
"5138",2015-02-15 04:25:00,20.1,32.59,0,559.5,0.00474372219021507,0
"209",2015-02-11 18:16:00,21.79,28.7225,419,597.25,0.00463786840035822,1
"6209",2015-02-15 22:15:59,20.29,31.1,0,722.5,0.00457915050691345,0
"3661",2015-02-14 03:48:00,19.7,36.5,0,499,0.00518639091440586,0
"5076",2015-02-15 03:23:00,20.0666666666667,33.56,0,554.333333333333,0.0048758714038463,0
"6060",2015-02-15 19:46:59,20.39,32.59,0,674.5,0.00483021007437691,0
"9346",2015-02-18 02:32:59,20.7,26.89,0,1246,0.00405733882427195,0
"3694",2015-02-14 04:21:00,19.6,36.5,0,498,0.0051540109230287,0
"6146",2015-02-15 21:13:00,20.34,31.89,0,700,0.00471099077505166,0
"5458",2015-02-15 09:45:00,21.56,28.89,217.4,631.75,0.00459948282178766,0
"4725",2015-02-14 21:32:00,19.89,35.2,0,534,0.00505995880458261,0
"7214",2015-02-16 15:01:00,21.675,28.9725,454,910.25,0.0046455244557695,1
"5849",2015-02-15 16:15:59,21.29,31.7675,31,662.75,0.00497762655295258,0
"4782",2015-02-14 22:28:59,19.89,36,0,529.5,0.00517591482227579,0
"9102",2015-02-17 22:28:59,20.8566666666667,31.63,0,1575.66666666667,0.00482470849748081,0
"4829",2015-02-14 23:16:00,20,35.7,0,535.5,0.00516782400636706,0
"7173",2015-02-16 14:19:59,21.7,28.7675,469,908.75,0.00461951880750225,1
"2817",2015-02-13 13:44:00,23.745,26,669,571.5,0.0047273502577975,0
"171",2015-02-11 17:38:00,21.84,29.795,419,702,0.00482722130108145,1
"5280",2015-02-15 06:47:00,20,32.09,0,582,0.00464135189956235,0
"5915",2015-02-15 17:22:00,20.7,32.26,11.3333333333333,674,0.00487394864302735,0
"5128",2015-02-15 04:14:59,20.1,32.7,0,557,0.00475985605301206,0
"2563",2015-02-13 09:29:59,22.1,25.575,606.5,586.5,0.00420559801411491,1
"2358",2015-02-13 06:04:59,20.76,25.1966666666667,0,553.333333333333,0.00381443382330823,0
"2413",2015-02-13 07:00:00,20.89,25.2,0,532,0.00384577933024355,0
"2837",2015-02-13 14:04:00,23.5,26.2225,611.5,548,0.00469772850338208,1
"2679",2015-02-13 11:25:59,23.7225,25.39,797,710.75,0.00460932316016662,1
"4688",2015-02-14 20:55:00,19.8566666666667,35.4666666666667,0,528.333333333333,0.00508799286834919,0
"6763",2015-02-16 07:30:00,20.39,24.6,0,805,0.00363907252076092,0
"8540",2015-02-17 13:07:00,21.7,33.09,28,1153.5,0.00531956721058616,0
"3686",2015-02-14 04:13:00,19.6,36.5,0,500.5,0.0051540109230287,0
"5545",2015-02-15 11:12:00,21.9633333333333,29.2,268,628,0.00476610928505314,0
"1416",2015-02-12 14:23:00,23.79,24.2,115.5,617.5,0.00440976790048444,0
"8228",2015-02-17 07:54:59,20.6,30.29,0,775,0.00454581469606991,0
"8455",2015-02-17 11:42:00,21.445,32.645,444,1092.5,0.00516549738356079,1
"342",2015-02-11 20:29:00,20.9266666666667,29.83,0,498.333333333333,0.00456790868151425,0
"7193",2015-02-16 14:39:59,21.7,28.89,454,917,0.00463933672315574,1
"65",2015-02-11 15:52:00,21.89,30.315,429,796.5,0.00492727295618295,1
"2987",2015-02-13 16:34:00,21.79,31.175,432.75,612.75,0.00503708449464411,1
"2424",2015-02-13 07:11:00,20.89,25.39,0,528,0.0038749559254609,0
"962",2015-02-12 06:49:00,20.6,22.495,0,632,0.00336963148078811,0
"2651",2015-02-13 10:58:00,23.39,25,774,660,0.0044473197865111,1
"7489",2015-02-16 19:36:00,20.7,30.6,0,765,0.00462128693180636,0
"5325",2015-02-15 07:32:00,20.05,31.55,0,592,0.00457693069327637,0
"9431",2015-02-18 03:58:00,20.79,26.2,0,1432.33333333333,0.00397467591370672,0
"3721",2015-02-14 04:47:59,19.6,36.9,0,504,0.00521096642973746,0
"6039",2015-02-15 19:25:59,20.39,32.7,0,659,0.00484664036562639,0
"8326",2015-02-17 09:33:00,21.1,31.39,433,946.75,0.00486054511174767,1
"5321",2015-02-15 07:27:59,20,31.6,0,581.5,0.00456995981801353,0
"1092",2015-02-12 08:58:59,21.2,23.4725,444,818.5,0.00364989102690522,1
"9182",2015-02-17 23:49:00,20.89,29.6,0,1270.5,0.00452214653107444,0
"9686",2015-02-18 08:12:59,20.7,27.2,0,1432.33333333333,0.00410442230430706,0
"3990",2015-02-14 09:16:59,20,36.3725,13.5,503.75,0.00526599725195649,0
"3369",2015-02-13 22:56:00,20.1333333333333,31.79,0,511.333333333333,0.00463603509097707,0
"3833",2015-02-14 06:40:00,19.5,39.5,0,502.5,0.0055465345037433,0
"6850",2015-02-16 08:57:00,20.675,25.5475,393,882.333333333333,0.0038475505667833,1
"6022",2015-02-15 19:08:59,20.39,32.79,0,651,0.00486008397186806,0
"183",2015-02-11 17:50:00,21.79,29.34,419,665.666666666667,0.00473833669282797,1
"8908",2015-02-17 19:14:59,21.3566666666667,34.2,0,1465.33333333333,0.00538421240298986,0
"6594",2015-02-16 04:40:59,20.39,25.89,0,799,0.0038310773067989,0
"9170",2015-02-17 23:37:00,20.89,30,0,1221.5,0.00458370695813728,0
"9094",2015-02-17 22:21:00,20.8566666666667,31.8566666666667,0,1408.33333333333,0.00485955341246906,0
"3303",2015-02-13 21:49:59,20.29,31.29,0,508.5,0.00460733324720036,0
