date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
39,23.6,27.79,473.0,1021.0,0.0050111490511946,1
40,23.6,27.8566666666667,470.333333333333,1024.66666666667,0.0050232676047643,1
41,23.6,27.8042857142857,480.142857142857,1030.42857142857,0.0050137458446678,1
42,23.575,27.79,464.0,1026.25,0.0050035447484533,1
43,23.54,27.81,474.4,1028.0,0.0049965380106032,1
44,23.6,27.978,470.0,1034.8,0.0050453245744206,1
45,23.525,28.0,454.0,1055.5,0.0050263667581946,1
46,23.5,27.978,454.0,1055.25,0.0050147597241768,1
47,23.5,28.0,454.0,1050.0,0.0050187348078695,1
48,23.5,28.0,454.0,1051.25,0.0050187348078695,1
49,23.5,28.0,445.0,1053.6,0.0050187348078695,1
50,23.5,28.0,439.0,1055.5,0.0050187348078695,1
51,23.5,28.025,444.25,1055.0,0.0050232520096096,1
52,23.445,28.125,454.75,1059.5,0.0050244911474795,1
53,23.39,28.18,455.8,1060.0,0.0050175822743852,1
54,23.39,28.2,451.6,1073.6,0.0050211721163507,1
55,23.39,28.2,451.6,1078.6,0.0050211721163507,1
56,23.39,28.2,454.75,1081.0,0.0050211721163507,1
57,23.39,28.2225,454.75,1082.0,0.0050252107376962,1
58,23.39,28.3733333333333,457.5,1088.83333333333,0.0050522858020048,1
59,23.37,28.39,464.0,1090.6,0.0050491295423263,1
60,23.39,28.3233333333333,464.0,1086.0,0.0050433103834894,1
61,23.3733333333333,28.445,464.0,1092.5,0.0050600170343187,1
62,23.39,28.5,471.5,1103.75,0.0050750246789281,1
63,23.3233333333333,28.5,475.666666666667,1104.5,0.0050544759894773,1
64,23.365,28.5,471.5,1103.5,0.0050673102981129,1
65,23.29,28.5,467.75,1112.0,0.005044229203962,1
66,23.3066666666667,28.5333333333333,466.5,1105.66666666667,0.0050553039743009,1
67,23.29,28.7,464.0,1104.0,0.0050799164023321,1
68,23.29,28.7,467.0,1117.2,0.0050799164023321,1
69,23.29,28.675,467.75,1121.25,0.0050754552803882,1
70,23.29,28.6166666666667,466.5,1115.66666666667,0.0050650462426913,1
71,23.29,28.66,459.0,1120.0,0.0050727786376892,1
72,23.29,28.55,464.0,1123.75,0.0050531506227436,1
73,23.29,28.6,470.0,1116.0,0.0050620722953919,1
74,23.272,28.6,464.0,1126.8,0.0050565269530437,1
75,23.2,28.4175,464.0,1112.75,0.0050020157084315,1
76,23.23,28.5,449.0,1104.5,0.0050258311747689,1
77,23.29,28.5,464.0,1108.0,0.005044229203962,1
78,23.215,28.6333333333333,462.333333333333,1127.83333333333,0.005044922648211,1
79,23.2,28.6,469.0,1128.75,0.0050343991523748,1
80,23.2,28.65,469.0,1124.25,0.0050432719125794,1
81,23.2,28.62,469.0,1130.4,0.0050379482263243,1
82,23.2,28.7,464.0,1138.0,0.0050521449238929,1
83,23.2,28.7,456.5,1144.0,0.0050521449238929,1
84,23.2,28.718,457.0,1140.0,0.0050553392694394,1
85,23.2,28.79,450.25,1139.25,0.005068116977086,1
86,23.2,28.79,446.0,1167.33333333333,0.005068116977086,1
87,23.14,28.79,451.6,1159.6,0.0050496184097586,1
88,23.15,28.89,454.75,1157.75,0.0050703906066678,1
89,23.15,28.89,448.0,1159.5,0.0050703906066678,1
90,23.18,28.83,444.0,1156.4,0.0050690343893298,1
91,23.1166666666667,28.945,444.0,1160.0,0.0050698094671644,1
92,23.14,28.956,444.0,1169.8,0.005078971703222,1
93,23.1,29.0,444.0,1176.16666666667,0.0050743621264266,1
94,23.1,29.075,444.0,1175.25,0.0050875928180122,1
95,23.1,28.918,444.0,1166.6,0.0050598972091709,1
96,23.1,27.925,444.0,1140.25,0.0048847835460129,1
97,23.06,27.772,444.0,1089.2,0.0048459789069634,1
98,23.02,27.556,435.0,1042.6,0.0047962839959834,1
99,23.01,27.8188333333333,432.0,1051.1,0.0048394350981285,1
100,23.0,28.0816666666667,429.0,1059.6,0.0048825379151409,1
101,23.0,27.956,429.0,1064.6,0.0048605176079969,1
102,22.9816666666667,27.9083333333333,429.0,1061.66666666667,0.0048467414948576,1
103,23.0,27.9266666666667,429.0,1058.33333333333,0.004855377812048,1
104,23.0,28.018,429.0,1061.6,0.0048713815449675,1
105,22.9816666666667,28.0666666666667,429.0,1070.33333333333,0.0048744541729969,1
106,22.945,28.1,429.0,1074.0,0.0048693812467042,1
107,23.0,28.1,429.0,1086.25,0.0048857505561061,1
108,22.956,28.2,429.0,1089.6,0.0048901279569683,1
109,22.9725,28.1,429.0,1085.0,0.0048775598425921,1
110,22.945,28.1333333333333,429.0,1085.0,0.004875202773628,1
111,23.0,28.2,429.0,1088.0,0.0049032746319414,1
112,22.945,28.2,429.0,1091.75,0.0048868461518572,1
113,23.0,28.1333333333333,429.0,1091.33333333333,0.0048915918058596,1
114,22.912,28.1,429.0,1088.2,0.0048595829050556,1
115,22.89,28.1,429.0,1087.5,0.0048530603457478,1
116,22.89,27.956,432.0,1079.2,0.0048279975297729,1
117,22.865,27.84,432.75,1077.25,0.0048004764264941,1
118,22.8733333333333,27.6833333333333,439.0,1064.16666666667,0.0047756842425233,1
119,22.8733333333333,27.6,429.0,1056.4,0.0047611982687734,1
120,22.89,27.6,432.75,1043.6,0.0047660452801114,1
121,22.815,27.445,432.75,1039.5,0.0047174223493656,1
122,22.84,27.3733333333333,436.5,1028.66666666667,0.004712199539953,1
123,22.79,27.365,438.0,1020.4,0.0046963904496108,1
124,22.79,27.2,444.0,1018.0,0.0046678605840467,1
125,22.79,27.1714285714286,435.428571428571,1015.14285714286,0.0046629206114276,1
126,22.79,27.0666666666667,434.0,1006.33333333333,0.0046448080448021,1
127,22.79,27.02,432.0,1002.6,0.0046367400567453,1
128,22.772,26.934,438.0,993.2,0.0046167934930926,1
129,22.76,26.8233333333333,439.0,983.333333333333,0.0045943146206481,1
130,22.7,26.754,432.0,976.2,0.0045655827670159,1
131,22.7225,26.7,432.75,980.75,0.0045625692636427,1
132,22.7,26.6833333333333,434.0,971.333333333333,0.0045534351851525,1
133,22.7,26.5333333333333,444.0,966.666666666667,0.0045276517846181,1
134,22.7,26.4633333333333,444.0,963.0,0.0045156202572285,1
135,22.7,26.445,441.5,952.333333333333,0.0045124692192727,1
136,22.7,26.34,444.0,948.0,0.0044944229761162,1
137,22.7,26.26,444.0,945.0,0.004480674155299,1
138,22.7,26.2,441.0,941.6,0.0044703629356959,1
139,22.7,26.16,438.0,929.8,0.0044634889778606,1
140,22.7,26.02,441.0,923.8,0.0044394313133292,1
141,22.7,26.1,440.25,919.0,0.0044531783239453,1
142,22.7,26.0,439.0,918.25,0.0044359946549457,1
143,22.7,25.934,438.0,919.4,0.0044246539498072,1
144,22.7,25.9266666666667,439.0,927.333333333333,0.004423393896805,1
145,22.7,25.815,432.75,920.25,0.0044042073523612,1
146,22.68,25.772,432.0,902.4,0.0043914494315009,1
147,22.64,25.696,429.0,904.4,0.0043677176082215,1
148,22.6,25.575,429.0,897.0,0.0043363901007296,1
149,22.6666666666667,25.6,429.0,892.0,0.004358383194026,1
150,22.6,25.525,433.5,882.5,0.0043278533215606,1
151,22.62,25.476,436.2,887.2,0.0043247721230379,1
152,22.625,25.55,442.5,889.25,0.0043387478042347,1
153,22.6,25.39,443.4,889.2,0.0043048051801356,1
154,22.65,25.42,438.0,880.75,0.0043231196096785,1
155,22.6,25.2675,442.5,868.75,0.0042838925937963,1
156,22.6,25.218,439.8,861.0,0.0042754425979387,1
157,22.6,25.2,439.8,860.6,0.0042723699287058,1
158,22.6,25.2,435.5,864.0,0.0042723699287058,1
159,22.6,25.15,430.75,859.0,0.0042638348945876,1
160,22.6,25.14,440.6,854.4,0.0042621279156802,1
161,22.6,25.15,428.2,847.4,0.0042638348945876,1
162,22.6,25.04,432.2,837.2,0.0042450586383824,1
163,22.6,25.05,431.75,834.75,0.0042467655242407,1
164,22.6,25.06,429.2,832.4,0.0042484724194037,1
165,22.6,25.0,433.0,832.0,0.0042382311879931,1
166,22.6,25.0,433.0,836.25,0.0042382311879931,1
167,22.6,25.0,428.2,832.6,0.0042382311879931,1
168,22.6,25.025,428.25,821.5,0.0042424983270408,1
169,22.6,25.1,425.4,832.4,0.0042553000931024,1
170,22.6,25.08,429.2,832.4,0.0042518862376435,1
171,22.56,25.02,433.0,830.75,0.0042312841785683,1
172,22.58,25.08,433.0,821.5,0.0042466904885792,1
173,22.575,25.075,433.0,818.25,0.0042445402803012,1
174,22.56,24.912,433.0,819.8,0.0042128959342023,1
175,22.55,25.2,433.0,822.5,0.004259328097087,1
176,22.6,24.9175,433.0,818.0,0.0042241500417115,1
177,22.58,25.06,433.0,812.8,0.0042432808702461,1
178,22.5666666666667,24.9083333333333,433.0,816.5,0.0042139890921346,1
179,22.525,24.945,433.0,822.25,0.0042094946154337,1
180,22.54,24.89,433.0,825.0,0.0042040055610701,1
181,22.5,24.865,433.0,816.5,0.0041894920425526,1
182,22.5,24.9175,433.0,811.5,0.0041983974496394,1
183,22.5,24.9116666666667,433.0,811.0,0.0041974079474546,1
184,22.56,24.81,433.0,812.2,0.0041955302504974,1
185,22.525,24.89,426.0,814.25,0.0042001506349515,1
186,22.52,24.976,430.2,824.0,0.0042134725650431,1
187,22.575,25.075,433.0,834.5,0.0042445402803012,1
188,22.6,25.0,433.0,837.0,0.0042382311879931,1
189,22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879,1
190,22.6,25.0428571428571,433.0,845.333333333333,0.0042455463191068,1
191,22.6,25.1,433.0,854.75,0.0042553000931024,1
192,22.6,25.1,428.333333333333,850.333333333333,0.0042553000931024,1
193,22.6,25.08,424.6,845.4,0.0042518862376435,1
194,22.6,25.1666666666667,433.0,854.333333333333,0.0042666798801117,1
195,22.6,25.0666666666667,428.333333333333,849.333333333333,0.0042496103546815,0
196,22.6,25.2,422.5,853.0,0.0042723699287058,0
197,22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
198,22.54,25.16,424.6,852.0,0.0042499210749079,0
199,22.54,25.16,427.4,853.6,0.0042499210749079,0
200,22.54,25.14,421.8,845.6,0.0042465196948245,0
201,22.525,25.1,426.0,834.25,0.0042358291516948,0
202,22.5,25.04,421.8,826.4,0.0042191777179225,0
203,22.5,25.0,419.0,819.6,0.0042123921725526,0
204,22.5,25.0,419.0,829.6,0.0042123921725526,0
205,22.5,25.0,419.0,824.0,0.0042123921725526,0
206,22.5,24.912,419.0,814.2,0.0041974644903524,0
207,22.5,24.89,419.0,813.5,0.0041937326810038,0
208,22.5,24.89,419.0,813.8,0.0041937326810038,0
209,22.5,24.89,419.0,811.0,0.0041937326810038,0
210,22.478,24.87,419.0,804.6,0.0041847041110814,0
211,22.456,24.83,419.0,807.8,0.0041723081806431,0
212,22.5,24.8566666666667,419.0,802.333333333333,0.0041880785091658,0
213,22.4175,24.7475,419.0,796.75,0.0041485663655058,0
214,22.456,24.81,419.0,794.4,0.0041689249564186,0
215,22.39,24.7,419.0,790.6,0.0041335864845916,0
216,22.4175,24.7225,419.0,789.75,0.0041443475474366,0
217,22.39,24.7,419.0,782.2,0.0041335864845916,0
218,22.39,24.7225,419.0,772.25,0.0041373769438958,1
219,22.39,24.7170833333333,419.0,772.925,0.0041364644217209,1
220,22.39,24.7116666666667,419.0,773.6,0.0041355519022058,1
221,22.39,24.625,419.0,773.75,0.0041209519516853,1
222,22.39,24.754,416.2,771.8,0.0041426836640226,1
223,22.39,24.912,418.6,782.8,0.0041693028555172,1
224,22.39,25.245,415.0,796.5,0.0042254127412676,1
225,22.39,25.0925,310.25,809.0,0.0041997155245303,1
226,22.39,25.0,0.0,805.5,0.0041841297156888,0
227,22.35,24.978,0.0,791.4,0.0041701963227552,0
228,22.3233333333333,25.0,0.0,779.333333333333,0.004167082415804,0
229,22.365,24.9725,0.0,780.75,0.0041731034537826,0
230,22.315,24.89,0.0,781.75,0.0041465078408381,0
231,22.29,24.9175,0.0,781.0,0.0041447669794061,0
232,22.29,24.912,0.0,778.4,0.004143846016637,0
233,22.26,24.8566666666667,0.0,769.333333333333,0.0041269875633749,0
234,22.254,24.85,0.0,766.5,0.0041243566010876,0
235,22.23,24.7933333333333,0.0,763.25,0.0041088413539211,0
236,22.26,24.8233333333333,0.0,762.333333333333,0.0041214165116405,0
237,22.2,24.79,0.0,761.5,0.0041007372696356,0
238,22.2,24.79,0.0,761.0,0.0041007372696356,0
239,22.2,24.736,0.0,757.0,0.0040917458809511,0
240,22.2,24.79,0.0,752.333333333333,0.0041007372696356,0
241,22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579,0
242,22.1,24.7,0.0,746.25,0.0040607721003326,0
243,22.15,24.7225,0.0,745.25,0.0040769798224863,0
244,22.1,24.7,0.0,740.666666666667,0.0040607721003326,0
245,22.1,24.7,0.0,738.0,0.0040607721003326,0
246,22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579,0
247,22.1,24.7,0.0,727.0,0.0040607721003326,0
248,22.1,24.675,0.0,716.0,0.0040566352014082,0
249,22.0666666666667,24.6666666666667,0.0,723.25,0.0040469709990182,0
250,22.0666666666667,24.6666666666667,0.0,718.333333333333,0.0040469709990182,0
251,22.0,24.58,0.0,716.6,0.0040161927873323,0
252,21.978,24.6,0.0,714.0,0.0040140562223397,0
253,21.978,24.56,0.0,714.2,0.0040074872493194,0
254,21.945,24.6,0.0,715.0,0.0040059300193702,0
255,21.9266666666667,24.5,0.0,706.666666666667,0.0039850515749311,0
256,21.89,24.5,0.0,706.0,0.0039760854761051,0
257,21.89,24.525,0.0,698.75,0.0039801686683372,0
258,21.89,24.5,0.0,692.5,0.0039760854761051,0
259,21.89,24.5,0.0,694.75,0.0039760854761051,0
260,21.815,24.4175,0.0,697.25,0.0039443892826123,0
261,21.8233333333333,24.4633333333333,0.0,692.0,0.0039538650728109,0
262,21.79,24.39,0.0,691.0,0.0039338681379609,0
263,21.79,24.39,0.0,689.75,0.0039338681379609,0
264,21.79,24.39,0.0,689.0,0.0039338681379609,0
265,21.7675,24.39,0.0,687.0,0.0039284295374367,0
266,21.7675,24.365,0.0,679.75,0.0039243774514047,0
267,21.754,24.35,0.0,668.4,0.0039186916601666,0
268,21.7,24.29,0.0,665.666666666667,0.0038960130145852,0
269,21.7,24.29,0.0,664.75,0.0038960130145852,0
270,21.7,24.29,0.0,668.0,0.0038960130145852,0
271,21.7,24.29,0.0,661.25,0.0038960130145852,0
272,21.64,24.236,0.0,658.2,0.0038729719939613,0
273,21.6,24.2,0.0,656.0,0.0038576731827532,0
274,21.6,24.2,0.0,654.8,0.0038576731827532,0
275,21.6,24.2225,0.0,653.75,0.003861282127931,0
276,21.5,24.26,0.0,650.333333333333,0.0038435524030295,0
277,21.5,24.2,0.0,650.75,0.0038339879085467,0
278,21.55,24.2,0.0,648.25,0.0038458144762779,0
279,21.5,24.2,0.0,640.333333333333,0.0038339879085467,0
280,21.5,24.2,0.0,638.0,0.0038339879085467,0
281,21.5,24.2,0.0,636.25,0.0038339879085467,0
282,21.5,24.2,0.0,636.333333333333,0.0038339879085467,0
283,21.5,24.15,0.0,635.75,0.0038260177197901,0
284,21.5,24.175,0.0,635.5,0.0038300027887925,0
285,21.5,24.125,0.0,627.5,0.0038220327015384,0
286,21.5,24.15,0.0,626.25,0.0038260177197901,0
287,21.5,24.125,0.0,621.5,0.0038220327015384,0
288,21.5,24.1,0.0,621.75,0.0038180477340365,0
289,21.5,24.1,0.0,620.666666666667,0.0038180477340365,0
290,21.5,24.1,0.0,617.0,0.0038180477340365,0
291,21.5,24.1,0.0,612.75,0.0038180477340365,0
292,21.4725,24.075,0.0,614.5,0.0038076058153611,0
293,21.39,24.0,0.0,617.333333333333,0.0037764193861109,0
294,21.4266666666667,23.9266666666667,0.0,614.25,0.0037733300018249,0
295,21.39,23.9725,0.0,610.75,0.0037720659972821,0
296,21.39,23.9175,0.0,603.0,0.0037633594013354,0
297,21.39,23.945,0.0,603.5,0.003767712669024,0
298,21.365,23.89,0.0,602.0,0.0037532161493875,0
299,21.3233333333333,24.0,0.0,605.666666666667,0.0037609248571389,0
300,21.34,23.9725,0.0,604.5,0.0037604533217008,0
301,21.315,23.9725,0.0,599.0,0.0037546588075488,0
302,21.3566666666667,24.0,0.0,600.0,0.0037686651040406,0
303,21.39,23.9725,0.0,596.5,0.0037720659972821,0
304,21.315,23.89,0.0,597.5,0.0037416596327326,0
305,21.29,23.945,0.0,594.0,0.0037445457633643,0
306,21.29,23.9725,0.0,590.5,0.0037488721635234,0
307,21.29,23.89,0.0,586.666666666667,0.0037358931425189,0
308,21.29,23.9266666666667,0.0,588.0,0.0037416615298276,0
309,21.29,23.89,0.0,585.5,0.0037358931425189,0
310,21.29,23.89,0.0,584.5,0.0037358931425189,0
311,21.254,23.85,0.0,587.2,0.0037213245372262,0
312,21.23,23.8233333333333,0.0,585.0,0.0037116367952513,0
313,21.218,23.81,0.0,579.4,0.0037068003102317,0
314,21.2,23.79,0.0,579.333333333333,0.0036995548034611,0
315,21.2,23.79,0.0,581.6,0.0036995548034611,0
316,21.2,23.79,0.0,581.666666666667,0.0036995548034611,0
317,21.2,23.79,0.0,577.5,0.0036995548034611,0
318,21.2,23.79,0.0,577.333333333333,0.0036995548034611,0
319,21.2,23.7675,0.0,574.25,0.0036960350636578,0
320,21.2,23.745,0.0,569.0,0.0036925153634534,0
321,21.2,23.76,0.0,565.333333333333,0.0036948618258565,0
322,21.2,23.7,0.0,561.4,0.0036854760818385,0
323,21.2,23.79,0.0,567.333333333333,0.0036995548034611,0
324,21.175,23.7,0.0,565.333333333333,0.0036797916635987,0
325,21.1666666666667,23.7,0.0,563.5,0.0036778985751948,0
326,21.125,23.675,0.0,559.0,0.0036645535334741,0
327,21.1,23.65,0.0,559.5,0.0036550119359932,0
328,21.125,23.65,0.0,550.5,0.0036606611147234,0
329,21.1,23.6,0.0,553.0,0.0036472393272515,0
330,21.1333333333333,23.6,0.0,552.0,0.0036547571596221,0
331,21.1,23.6,0.0,553.25,0.0036472393272515,0
332,21.1,23.6,0.0,545.75,0.0036472393272515,0
333,21.1,23.6,0.0,548.0,0.0036472393272515,0
334,21.1,23.6,0.0,547.0,0.0036472393272515,0
335,21.1,23.575,0.0,545.75,0.0036433530953004,0
336,21.1,23.5333333333333,0.0,544.0,0.0036368761493341,0
337,21.1,23.4725,0.0,545.5,0.0036274200490447,0
338,21.1,23.4725,0.0,547.0,0.0036274200490447,0
339,21.1,23.5,0.0,545.25,0.0036316946891156,0
340,21.1,23.5,0.0,541.25,0.0036316946891156,0
341,21.125,23.5,0.0,540.75,0.0036373076192414,0
342,21.1,23.5,0.0,533.333333333333,0.0036316946891156,0
343,21.1333333333333,23.5,0.0,528.0,0.003639180293897,0
344,21.1,23.3925,0.0,537.75,0.0036149850646024,0
345,21.1,23.4725,0.0,539.5,0.0036274200490447,0
346,21.1,23.5,0.0,535.25,0.0036316946891156,0
347,21.1,23.5,0.0,537.25,0.0036316946891156,0
348,21.1,23.5,0.0,535.25,0.0036316946891156,0
349,21.1,23.5,0.0,533.4,0.0036316946891156,0
350,21.1,23.5,0.0,524.5,0.0036316946891156,0
351,21.1,23.434,0.0,524.8,0.0036214356510786,0
352,21.1,23.39,0.0,522.666666666667,0.0036145964793036,0
353,21.1,23.39,0.0,521.0,0.0036145964793036,0
354,21.125,23.39,0.0,519.75,0.0036201828305465,0
355,21.1,23.39,0.0,523.0,0.0036145964793036,0
356,21.1,23.39,0.0,523.0,0.0036145964793036,0
357,21.1,23.39,0.0,519.0,0.0036145964793036,0
358,21.1,23.365,0.0,519.5,0.0036107106528653,0
359,21.1,23.39,0.0,519.75,0.0036145964793036,0
360,21.1,23.365,0.0,520.0,0.0036107106528653,0
361,21.1,23.33,0.0,524.6,0.003605270576947,0
362,21.075,23.315,0.0,520.25,0.0035973784860785,0
363,21.075,23.34,0.0,519.0,0.0036012581843446,0
364,21.1,23.29,0.0,523.2,0.0035990534631735,0
365,21.0333333333333,23.29,0.0,517.666666666667,0.0035842579084635,0
366,21.02,23.29,0.0,514.2,0.00358130523727,0
367,21.025,23.29,0.0,516.5,0.0035824122377097,0
368,21.0,23.29,0.0,521.0,0.0035768802490343,0
369,21.0,23.29,0.0,520.0,0.0035768802490343,0
370,21.0,23.254,0.0,517.8,0.0035713196208366,0
371,21.0,23.26,0.0,514.333333333333,0.003572246385338,0
372,21.0,23.2675,0.0,516.75,0.0035734048448262,0
373,21.0,23.29,0.0,520.75,0.0035768802490343,0
374,21.0,23.29,0.0,519.333333333333,0.0035768802490343,0
375,21.0,23.29,0.0,519.0,0.0035768802490343,0
376,21.0,23.29,0.0,509.75,0.0035768802490343,0
377,21.0,23.29,0.0,508.5,0.0035768802490343,0
378,20.9725,23.29,0.0,504.5,0.00357080375658,0
379,21.0,23.29,0.0,506.5,0.0035768802490343,0
380,20.9725,23.29,0.0,509.0,0.00357080375658,0
381,20.9633333333333,23.29,0.0,507.25,0.0035687802813973,0
382,21.0,23.29,0.0,509.333333333333,0.0035768802490343,0
383,20.89,23.2,0.0,509.666666666667,0.003538822218934,0
384,20.89,23.245,0.0,508.25,0.0035457254426872,0
385,20.89,23.2225,0.0,510.25,0.0035422738117653,0
386,20.89,23.254,0.0,504.0,0.0035471061057214,0
387,20.89,23.26,0.0,499.333333333333,0.0035480265511301,0
388,20.89,23.2225,0.0,495.0,0.0035422738117653,0
389,20.89,23.2,0.0,496.25,0.003538822218934,0
390,20.89,23.2,0.0,494.75,0.003538822218934,0
391,20.89,23.2,0.0,492.5,0.003538822218934,0
392,20.89,23.2,0.0,494.25,0.003538822218934,0
393,20.89,23.2,0.0,492.333333333333,0.003538822218934,0
394,20.89,23.125,0.0,493.75,0.0035273171845867,0
395,20.89,23.125,0.0,484.75,0.0035273171845867,0
396,20.89,23.1,0.0,489.25,0.0035234822671828,0
397,20.89,23.1,0.0,494.5,0.0035234822671828,0
398,20.89,23.1,0.0,495.666666666667,0.0035234822671828,0
399,20.89,23.1,0.0,501.5,0.0035234822671828,0
400,20.89,23.1,0.0,499.666666666667,0.0035234822671828,0
401,20.89,23.1,0.0,492.5,0.0035234822671828,0
402,20.89,23.1,0.0,494.25,0.0035234822671828,0
403,20.89,23.1,0.0,494.0,0.0035234822671828,0
404,20.9725,23.1,0.0,489.25,0.0035415072495743,0
405,20.9175,23.1,0.0,490.0,0.003529481592297,0
406,20.89,23.1,0.0,495.5,0.0035234822671828,0
407,20.89,23.05,0.0,498.0,0.0035158125734374,0
408,20.89,23.05,0.0,495.0,0.0035158125734374,0
409,20.912,23.0,0.0,490.2,0.0035129208000967,0
410,20.9266666666667,23.0,0.0,492.333333333333,0.0035161091390678,0
411,20.89,23.0,0.0,491.666666666667,0.0035081430677697,0
412,20.89,22.956,0.0,488.0,0.0035013940583543,0
413,20.934,22.934,0.0,488.0,0.0035075530594368,0
414,20.89,23.0,0.0,485.0,0.0035081430677697,0
415,20.89,23.0,0.0,490.0,0.0035081430677697,0
416,20.9175,22.9725,0.0,489.5,0.0035098907583883,0
417,20.89,22.945,0.0,485.25,0.0034997068287565,0
418,20.89,22.89,0.0,485.666666666667,0.0034912708172997,0
419,20.9175,22.945,0.0,485.0,0.0035056654452869,0
420,20.89,22.956,0.0,485.2,0.0035013940583543,0
421,20.945,22.89,0.0,484.0,0.0035031680780759,0
422,20.89,22.9175,0.0,483.0,0.0034954887945841,0
423,20.89,22.89,0.0,481.0,0.0034912708172997,0
424,20.89,22.89,0.0,476.5,0.0034912708172997,0
425,20.89,22.89,0.0,475.0,0.0034912708172997,0
426,20.89,22.89,0.0,476.0,0.0034912708172997,0
427,20.89,22.89,0.0,478.5,0.0034912708172997,0
428,20.89,22.89,0.0,481.0,0.0034912708172997,0
429,20.89,22.89,0.0,483.0,0.0034912708172997,0
430,20.8566666666667,22.8566666666667,0.0,480.25,0.0034789756630827,0
431,20.89,22.89,0.0,480.25,0.0034912708172997,0
432,20.89,22.865,0.0,470.75,0.0034874363418602,0
433,20.89,22.89,0.0,474.75,0.0034912708172997,0
434,20.89,22.865,0.0,482.25,0.0034874363418602,0
435,20.89,22.89,0.0,480.333333333333,0.0034912708172997,0
436,20.89,22.89,0.0,480.0,0.0034912708172997,0
437,20.89,22.84,0.0,481.5,0.0034836019134338,0
438,20.89,22.84,0.0,483.5,0.0034836019134338,0
439,20.89,22.79,0.0,475.6,0.0034759331976165,0
440,20.89,22.76,0.0,475.333333333333,0.0034713320583865,0
441,20.89,22.815,0.0,477.666666666667,0.0034797675320195,0
442,20.89,22.79,0.0,475.75,0.0034759331976165,0
443,20.89,22.79,0.0,479.166666666667,0.0034759331976165,0
444,20.865,22.7675,0.0,475.0,0.0034671154696332,0
445,20.865,22.7675,0.0,474.0,0.0034671154696332,0
446,20.89,22.79,0.0,477.333333333333,0.0034759331976165,0
447,20.89,22.79,0.0,473.0,0.0034759331976165,0
448,20.89,22.7675,0.0,470.0,0.0034724823368476,0
449,20.865,22.675,0.0,468.75,0.0034529510444591,0
450,20.87,22.718,0.0,471.4,0.0034606059383399,0
451,20.89,22.7,0.0,471.0,0.0034621299830055,0
452,20.89,22.7,0.0,468.0,0.0034621299830055,0
453,20.85,22.678,0.0,468.6,0.0034502065947358,0
454,20.81,22.62,0.0,467.4,0.0034328250361985,0
455,20.79,22.6,0.0,469.0,0.0034255294987624,0
456,20.79,22.65,0.0,471.25,0.003433149934214,0
